title,vote_average,vote_count,genres
Troubleshooter,6.3,12.0,"['Action', 'Thriller', 'Foreign']"
Righteous Ties,6.5,12.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Foreign']"
Wu Dang,5.7,13.0,['Action']
The Tower,6.2,60.0,"['Action', 'Drama']"
Under the Mountain,4.2,16.0,"['Fantasy', 'Adventure', 'Drama']"
Unforgiven,7.3,18.0,"['Action', 'Crime', 'Drama']"
The Wrath Of Vajra,5.4,19.0,"['Fantasy', 'Action', 'Horror']"
The Lost Bladesman,6.3,43.0,"['History', 'Drama', 'Action', 'War']"
The Millionaire Tour,5.9,24.0,"['Drama', 'Romance', 'Foreign']"
The Midnight After,5.7,21.0,"['Comedy', 'Thriller', 'Science Fiction']"
The Unjust,6.5,30.0,"['Crime', 'Thriller']"
Triad Wars,6.0,12.0,"['Action', 'Crime']"
The Twins Effect II,4.8,26.0,"['Adventure', 'Action', 'Comedy', 'Science Fiction']"
Triple Tap,5.9,15.0,"['Action', 'Thriller', 'Mystery']"
The White Storm,5.9,30.0,"['Action', 'Drama', 'Mystery', 'Crime']"
The Sword with No Name,6.1,16.0,"['Action', 'Drama']"
The Gifted Hands,6.6,26.0,['Mystery']
Voice of a Murderer,6.7,19.0,"['Thriller', 'Drama']"
The Fatal Encounter,7.4,19.0,"['Action', 'Drama']"
Hwayi: A Monster Boy,7.4,44.0,"['Action', 'Thriller']"
Dragon Squad,5.5,15.0,"['Action', 'Crime', 'Foreign']"
For the Emperor,6.6,15.0,"['Action', 'Crime', 'Thriller']"
Fists of Legend,7.3,15.0,"['Action', 'Foreign', 'Drama']"
The Daisy Chain,5.3,24.0,"['Thriller', 'Foreign']"
Firestorm,5.9,44.0,"['Action', 'Crime']"
Lucky Luke,4.8,31.0,"['Comedy', 'Western']"
Hidden,5.6,27.0,"['Thriller', 'Horror']"
Seven Days,6.4,17.0,['Crime']
Solstice,5.5,50.0,"['Drama', 'Horror', 'Thriller']"
Table for Three,4.9,24.0,"['Comedy', 'Romance']"
Headhunter,5.9,17.0,['Thriller']
Kundo: Age of the Rampant,6.8,41.0,"['Action', 'Drama']"
Straight A's,5.2,47.0,"['Comedy', 'Drama']"
Clockstoppers,4.9,90.0,"['Adventure', 'Family', 'Science Fiction', 'Thriller']"
Crying Fist,6.8,20.0,"['Foreign', 'Drama']"
Hindsight,6.5,19.0,"['Action', 'Romance', 'Crime']"
Bunshinsaba: Ouija Board,5.5,24.0,['Horror']
House of Fury,6.5,25.0,"['Action', 'Comedy']"
The Bullet Vanishes,6.0,21.0,"['Action', 'Mystery']"
Deranged,6.5,24.0,"['Thriller', 'Foreign']"
Private Eye,6.6,13.0,"['Mystery', 'Crime']"
Midnight FM,6.9,36.0,"['Thriller', 'Crime', 'Mystery']"
The Founding of a Republic,4.9,14.0,['Drama']
Deadly Virtues: Love. Honour. Obey.,4.9,13.0,"['Thriller', 'Drama']"
Crows Explode,6.0,12.0,"['Action', 'Drama']"
"Sex, Drugs & Taxation",6.1,14.0,"['Comedy', 'Drama']"
Circle,6.0,342.0,"['Horror', 'Science Fiction']"
Yoga,5.2,11.0,['Horror']
The Cat,6.2,23.0,['Mystery']
R2B: Return to Base,5.8,27.0,"['Action', 'Drama', 'Romance']"
Mourning Grave,6.5,14.0,"['Comedy', 'Thriller', 'Horror', 'Romance']"
Coming Soon,5.8,26.0,"['Horror', 'Thriller']"
Haunters,6.2,21.0,"['Thriller', 'Science Fiction']"
Death Bell,6.6,37.0,"['Horror', 'Thriller']"
The Client,6.4,21.0,"['Drama', 'Thriller']"
Kamui,5.8,12.0,"['Drama', 'Action']"
Legendary Assassin,6.2,24.0,['Action']
Broken,6.6,15.0,"['Thriller', 'Drama', 'Mystery']"
The Ghost,6.2,21.0,"['Horror', 'Thriller', 'Foreign']"
Quick,6.3,20.0,"['Action', 'Comedy', 'Thriller']"
The Brain Man,5.9,18.0,['Mystery']
Nightfall,6.5,21.0,"['Thriller', 'Action', 'Crime']"
Sky High,6.6,14.0,"['Action', 'Foreign', 'Horror', 'Thriller']"
Montage,7.2,48.0,"['Thriller', 'Mystery', 'Crime']"
The Doll Master,5.9,21.0,"['Thriller', 'Horror']"
Overheard,6.3,26.0,"['Drama', 'Thriller']"
Cold Eyes,7.2,59.0,"['Action', 'Crime']"
Blood Rain,6.7,11.0,"['Foreign', 'Thriller']"
Guns & Talks,7.0,17.0,"['Action', 'Comedy']"
Cold War,6.4,48.0,"['Thriller', 'Action']"
Life Without Principle,6.2,18.0,"['Action', 'Thriller', 'Crime']"
Platinum Data,5.3,11.0,"['Drama', 'Mystery']"
Running Man,5.9,12.0,"['Comedy', 'Action', 'Thriller']"
Howling,5.9,33.0,"['Thriller', 'Mystery', 'Foreign']"
Bloody Tie,6.2,13.0,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']"
Helpless,7.0,22.0,"['Mystery', 'Thriller']"
Open City,6.8,12.0,"['Thriller', 'Drama', 'Action']"
Man of Vendetta,6.0,12.0,"['Drama', 'Crime', 'Thriller']"
Killer Toon,6.9,23.0,"['Horror', 'Thriller']"
Kung Fu Chefs,4.7,13.0,"['Action', 'Comedy', 'Foreign']"
Don't Click,4.8,17.0,"['Horror', 'Crime', 'Mystery']"
Gallants,6.6,11.0,"['Action', 'Comedy']"
Seoul Raiders,6.4,11.0,"['Drama', 'Action', 'Comedy', 'Thriller']"
Motorway,5.6,30.0,"['Action', 'Crime']"
"Secretly, Greatly",7.0,53.0,"['Action', 'Drama', 'Comedy']"
Divergence,6.8,11.0,"['Action', 'Thriller', 'Foreign']"
Overheard 2,5.9,22.0,"['Action', 'Drama', 'Thriller']"
Overheard 3,6.6,15.0,"['Crime', 'Thriller', 'Action', 'Mystery']"
Silver Medalist,7.4,13.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Foreign']"
Black Ransom,6.1,18.0,"['Action', 'Thriller']"
Running Out of Time 2,5.8,13.0,"['Thriller', 'Action', 'Crime']"
Confessions of a Dangerous Mind,6.6,281.0,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Blind Detective,6.3,38.0,"['Crime', 'Comedy', 'Drama']"
Meadowland,6.4,42.0,['Drama']
All Things Must Pass,7.0,33.0,['Documentary']
Goosebumps,6.2,1022.0,"['Adventure', 'Horror', 'Comedy']"
A Ballerina's Tale,6.0,18.0,['Documentary']
Northern Limit Line,5.7,11.0,"['Drama', 'War']"
Back in Time,6.1,116.0,"['History', 'Documentary', 'Family']"
The Girl King,6.4,37.0,"['Drama', 'History', 'Romance']"
Creative Control,5.4,26.0,"['Drama', 'Science Fiction']"
Genome Hazard,7.2,11.0,"['Thriller', 'Drama']"
Gangster High,6.2,13.0,"['Action', 'Crime']"
The Wicked Within,4.2,26.0,['Horror']
The Measure of a Man,6.2,107.0,['Drama']
Gloria,6.2,14.0,"['Music', 'Drama']"
Marius,6.2,31.0,['Drama']
Windstorm,7.1,60.0,"['Adventure', 'Family']"
Wither,5.5,19.0,"['Thriller', 'Horror']"
The Floorwalker,6.3,21.0,['Comedy']
I,6.8,27.0,"['Thriller', 'Action', 'Romance']"
The Vagabond,6.3,25.0,['Comedy']
The Count,6.1,13.0,['Comedy']
The Pawnshop,6.4,17.0,['Comedy']
Miss You Already,7.3,232.0,"['Comedy', 'Drama', 'Romance']"
The Cokeville Miracle,4.5,20.0,"['Mystery', 'Drama', 'History', 'Family', 'Thriller']"
Now & Later,4.7,12.0,['Drama']
The Witches of Oz,4.3,17.0,"['Action', 'Drama', 'Fantasy']"
Dark Summer,4.1,34.0,"['Thriller', 'Horror']"
The Perfect Guy,5.6,162.0,"['Drama', 'Thriller']"
Rock the Kasbah,5.2,102.0,"['Comedy', 'Music', 'War']"
Freaks of Nature,5.7,146.0,"['Science Fiction', 'Comedy', 'Horror']"
The Treasure,7.3,14.0,['Comedy']
Gravy,5.9,21.0,"['Comedy', 'Horror']"
The Curse of Downers Grove,4.3,25.0,"['Thriller', 'Mystery', 'Horror', 'Drama']"
Momentum,5.9,168.0,"['Action', 'Thriller']"
Tales of Halloween,5.4,115.0,['Horror']
Summer Time Machine Blues,6.9,11.0,['Comedy']
The Diabolical,4.3,75.0,"['Horror', 'Science Fiction', 'Thriller']"
Aferim!,7.5,28.0,"['Drama', 'History']"
They Found Hell,5.1,22.0,['Horror']
1944,6.8,32.0,"['War', 'Drama']"
Sex Pot,2.7,16.0,['Comedy']
Go Goa Gone,5.9,28.0,"['Comedy', 'Horror']"
The Vultures,6.2,13.0,"['War', 'Action', 'Comedy', 'Drama']"
Aanmodderfakker,6.4,12.0,['Comedy']
Les Cowboys,6.3,38.0,['Drama']
Bone Tomahawk,6.6,511.0,"['Horror', 'Western', 'Adventure', 'Drama']"
Paranormal Activity: The Ghost Dimension,5.0,435.0,"['Horror', 'Thriller']"
Pyaar Ka Punchnama 2,7.7,14.0,"['Romance', 'Comedy', 'Drama']"
A Chinese Ghost Story,5.5,13.0,"['Fantasy', 'Science Fiction']"
The Chinese Botanist's Daughters,6.2,16.0,['Drama']
The House That Screamed,7.0,13.0,"['Horror', 'Mystery', 'Thriller']"
Jem and the Holograms,5.4,132.0,"['Drama', 'Music', 'Adventure', 'Fantasy']"
The 33,6.0,386.0,"['Drama', 'History']"
Blood of My Blood,5.8,13.0,"['History', 'Drama']"
Journey to the Shore,6.7,13.0,"['Fantasy', 'Romance', 'Drama']"
The Watermen,3.3,14.0,"['Horror', 'Thriller']"
Ao: The Last Hunter,6.5,16.0,"['Adventure', 'History']"
Ghost Shark,4.2,33.0,"['Horror', 'Science Fiction']"
Pee Mak Phrakanong,7.3,37.0,"['Comedy', 'Romance']"
Suburra,7.4,296.0,"['Crime', 'Drama', 'Thriller']"
Amy Schumer: Live at the Apollo,6.9,22.0,['Comedy']
They Look Like People,6.1,53.0,"['Mystery', 'Drama', 'Horror']"
Extraordinary Tales,6.1,29.0,"['Horror', 'Animation', 'Mystery']"
The Snow Queen 2: Refreeze,5.3,20.0,"['Fantasy', 'Family', 'Animation', 'Adventure']"
Colt 45,5.5,63.0,"['Drama', 'Thriller', 'Action', 'Crime']"
SuperBob,5.7,25.0,"['Action', 'Comedy', 'Romance']"
David,8.2,11.0,"['Drama', 'History']"
Howl,5.0,133.0,['Horror']
Barbie & Her Sisters in the Great Puppy Adventure,5.9,16.0,"['Family', 'Animation', 'Adventure']"
Fireworks,6.1,11.0,['Drama']
Benim Dünyam,7.9,16.0,['Drama']
The Butterfly's Dream,7.6,18.0,[]
Fathers and Daughters,7.2,262.0,['Drama']
Curve,4.5,72.0,"['Horror', 'Thriller']"
K-9: P.I.,5.6,35.0,"['Action', 'Comedy', 'Crime']"
The Dressmaker,6.9,419.0,['Drama']
Sharpshooter,4.5,11.0,"['TV Movie', 'Action', 'Thriller']"
Lonesome Ghosts,6.1,17.0,"['Animation', 'Comedy']"
Flowers and Trees,6.9,16.0,['Animation']
Thru the Mirror,5.9,11.0,['Animation']
Three Orphan Kittens,6.8,12.0,['Animation']
The Mad Doctor,7.5,12.0,"['Animation', 'Comedy', 'Family', 'Horror', 'Thriller']"
The Forgotten Ones,3.8,17.0,"['Drama', 'Horror']"
Balto III: Wings of Change,6.6,71.0,"['Family', 'Adventure', 'Animation']"
Million Dollar Crocodile,5.0,11.0,"['Crime', 'Drama', 'Horror', 'Thriller']"
Deep in the Darkness,4.7,29.0,"['Horror', 'Thriller']"
Needle,4.9,18.0,"['Horror', 'Thriller', 'Mystery']"
Nowitzki: The Perfect Shot,6.8,25.0,['Documentary']
Octopus,3.5,16.0,"['Action', 'Horror', 'Thriller']"
Safelight,6.3,35.0,['Drama']
Balibo,6.7,15.0,"['Drama', 'Mystery', 'Thriller']"
Berkshire County,5.3,26.0,"['Horror', 'Thriller']"
The Absent One,7.0,153.0,"['Crime', 'Thriller']"
Artificial Paradises,6.6,39.0,['Drama']
Lust of the Vampire,6.8,13.0,['Horror']
Trumbo,7.3,507.0,['Drama']
All Hallows' Eve,4.8,50.0,['Horror']
The Greek Tycoon,6.7,11.0,['Drama']
Haze,6.4,26.0,['Horror']
Billboard Dad,5.4,28.0,"['Comedy', 'Family', 'Romance']"
Our Lips Are Sealed,5.6,61.0,"['Comedy', 'Drama', 'Family']"
The Challenge,5.8,48.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']"
24 Days,6.7,25.0,"['Thriller', 'Drama']"
Long Weekend,5.4,38.0,"['Thriller', 'Drama', 'Horror']"
Marguerite,6.4,100.0,['Drama']
Lake Placid 2,4.0,22.0,"['Horror', 'Science Fiction']"
Lake Placid 3,4.2,34.0,"['Horror', 'Action', 'Science Fiction', 'Thriller']"
Lake Placid: The Final Chapter,4.2,38.0,"['Horror', 'Science Fiction']"
The Psychic,7.1,34.0,"['Mystery', 'Thriller', 'Horror']"
Kabukicho Love Hotel,6.4,11.0,"['Comedy', 'Drama']"
War of the Buttons,5.9,97.0,"['Family', 'Adventure']"
War of the Buttons,5.8,119.0,"['Adventure', 'Family']"
American Warships,2.8,30.0,"['Action', 'Thriller', 'Science Fiction']"
"Il ricco, il povero e il maggiordomo",5.6,178.0,['Comedy']
Elephant,6.8,18.0,"['TV Movie', 'Crime', 'Drama', 'Horror', 'History']"
Treevenge,7.0,19.0,"['Horror', 'Comedy']"
Wolf Warrior,5.8,29.0,"['Adventure', 'Action', 'War']"
Rats: Night of Terror,5.3,22.0,"['Horror', 'Science Fiction']"
Cruel Jaws,3.7,12.0,[]
Concussion,7.0,844.0,['Drama']
The Phoenix Incident,5.0,23.0,"['Horror', 'Thriller', 'Science Fiction']"
The Exorcism of Molly Hartley,4.9,88.0,['Horror']
United Passions,3.0,16.0,['Drama']
Detective K: Secret of the Virtuous Widow,7.3,11.0,"['Action', 'Comedy', 'Crime', 'History', 'Mystery']"
The Peanuts Movie,6.5,608.0,['Animation']
Making a Living,5.9,12.0,['Comedy']
Bloodsport: The Dark Kumite,3.9,15.0,"['Action', 'Thriller']"
The Haunting of Whaley House,3.9,17.0,['Horror']
Skinwalker Ranch,5.0,47.0,"['Thriller', 'Horror', 'Science Fiction']"
Jack Frusciante è uscito dal gruppo,5.9,30.0,[]
Song 'e napule,6.4,23.0,[]
Batkid Begins,6.4,14.0,"['Family', 'Documentary']"
Formula of Love,7.5,11.0,"['Romance', 'Comedy']"
High Rollers,7.6,22.0,"['Comedy', 'Crime']"
A Man from Boulevard des Capucines,7.0,11.0,"['Comedy', 'Romance', 'Western']"
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,7.5,21.0,"['Crime', 'Mystery']"
A Distant Neighborhood,6.5,11.0,['Drama']
Children...,6.9,16.0,"['Crime', 'Thriller', 'Drama']"
"Just Let It Go, Friends",7.4,14.0,['Comedy']
Mr. India,7.4,14.0,"['Action', 'Adventure', 'Science Fiction']"
Maine Pyar Kiya,7.0,11.0,"['Drama', 'Foreign', 'Romance']"
Jo Jeeta Wohi Sikandar,7.7,17.0,"['Drama', 'Foreign']"
Chamatkar,6.5,12.0,"['Comedy', 'Romance']"
Meet the Patels,6.8,23.0,"['Romance', 'Comedy', 'Documentary']"
The Legendary Giulia and Other Miracles,7.1,116.0,['Comedy']
Natale in crociera,4.5,95.0,['Comedy']
Blue Mountain State: The Rise of Thadland,5.7,91.0,['Comedy']
Bare,4.4,15.0,['Drama']
Chachi 420,6.5,14.0,"['Comedy', 'Foreign']"
Dil To Pagal Hai,6.6,41.0,"['Drama', 'Romance', 'Comedy']"
Gupt: The Hidden Truth,6.8,12.0,"['Action', 'Romance', 'Thriller']"
Sharpe's Company,7.0,13.0,"['Action', 'Adventure', 'War', 'History']"
The Last House on Cemetery Lane,3.4,11.0,['Horror']
11 Minutes,5.9,15.0,"['Drama', 'Thriller']"
Do I Sound Gay?,6.2,20.0,['Documentary']
Princes and Princesses,7.6,25.0,"['Fantasy', 'Animation', 'Drama', 'Science Fiction', 'Romance', 'Foreign', 'Family', 'Comedy']"
The Hallow,5.2,209.0,"['Fantasy', 'Horror']"
The Boy and the Beast,7.9,304.0,"['Fantasy', 'Action', 'Adventure', 'Animation']"
Strella,6.7,11.0,['Drama']
Sharpe's Enemy,6.8,13.0,"['History', 'Action', 'Adventure', 'War']"
Containment,5.1,36.0,"['Thriller', 'Horror', 'Science Fiction']"
Taal,5.7,15.0,"['Drama', 'Foreign', 'Romance']"
Hum Saath Saath Hain,5.8,18.0,"['Romance', 'Family', 'Foreign']"
Har Dil Jo Pyar Karega...,5.4,11.0,[]
Sharpe's Honour,6.3,13.0,"['History', 'Action', 'Adventure']"
The Falling,5.0,60.0,"['Drama', 'Thriller']"
Plan B,7.3,28.0,"['Comedy', 'Drama', 'Romance']"
Anarchy Parlor,5.4,21.0,['Horror']
Land of Storms,7.5,19.0,['Drama']
Naomi and Ely's No Kiss List,5.9,272.0,"['Comedy', 'Drama', 'Romance']"
The Subjects,5.5,22.0,"['Thriller', 'Science Fiction']"
Wildlike,6.6,44.0,"['Adventure', 'Drama', 'Thriller']"
All Three of Us,7.8,139.0,"['Drama', 'Comedy']"
Creed,7.3,1963.0,['Drama']
William & Kate,5.8,30.0,"['Drama', 'Romance']"
Dragons: Gift of the Night Fury,6.9,126.0,"['Animation', 'Comedy', 'Adventure']"
Innocent Steps,6.1,12.0,"['Comedy', 'Drama', 'Foreign', 'Romance']"
Sundays at Tiffany's,5.5,24.0,"['Drama', 'Romance']"
The Gendarme in New York,6.1,71.0,['Comedy']
The Gendarme Takes Off,6.5,71.0,['Comedy']
The Gendarme of St. Tropez,6.8,132.0,['Comedy']
The Gendarme and the Creatures from Outer Space,6.1,97.0,"['Comedy', 'Science Fiction']"
Twinsters,7.6,71.0,"['Family', 'Documentary']"
Cosmic Scrat-tastrophe,7.4,45.0,"['Science Fiction', 'Comedy', 'Animation', 'Family']"
Solace,6.2,740.0,"['Crime', 'Drama', 'Mystery']"
All About Evil,5.6,23.0,['Horror']
Breathing,7.2,19.0,['Drama']
"Bruce Lee, My Brother",7.0,17.0,['Drama']
The Little Ghost,5.3,13.0,"['Family', 'Fantasy']"
A Nanny for Christmas,5.2,12.0,"['Comedy', 'Family']"
The Hot Flashes,4.5,22.0,['Comedy']
Lost in the Sun,5.8,48.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Jigarthanda,7.3,11.0,"['Action', 'Drama', 'Thriller']"
Sharpe's Regiment,6.8,11.0,[]
Misunderstood,7.5,16.0,['Drama']
Christmas Rematch,6.4,17.0,"['Comedy', 'Drama']"
Il figlio più piccolo,5.8,16.0,[]
A Golden Boy,4.4,11.0,"['Romance', 'Comedy', 'Drama']"
Louder Than Bombs,6.7,93.0,['Drama']
Entre Abelhas,6.8,34.0,"['Comedy', 'Drama']"
Pouic-Pouic,6.1,21.0,['Comedy']
Le Grand Restaurant,6.5,70.0,['Comedy']
Heist,5.6,322.0,"['Crime', 'Action', 'Thriller']"
Condemned,3.4,27.0,['Horror']
Entertainment,5.2,21.0,"['Drama', 'Comedy']"
"Rio, I Love You",3.8,17.0,"['Drama', 'Romance']"
Fonzy,5.7,72.0,['Comedy']
Happy 140,6.3,17.0,"['Drama', 'Comedy']"
Shelter,5.8,34.0,['Drama']
400 Days,4.2,193.0,"['Mystery', 'Science Fiction', 'Thriller']"
A Girl at My Door,7.1,40.0,['Drama']
The Discord,6.7,52.0,['Comedy']
The Under-Gifted,6.6,82.0,['Comedy']
Inspector Blunder,6.4,24.0,['Comedy']
Le maître d'école,6.4,29.0,['Comedy']
"So Long, Stooge",7.0,31.0,['Drama']
Banzai,6.0,30.0,['Comedy']
Eros,5.0,16.0,"['Drama', 'Romance']"
In Bar,5.8,11.0,['Drama']
The Surprise,6.9,23.0,"['Comedy', 'Romance']"
Double zéro,5.0,71.0,"['Adventure', 'Comedy']"
Love the Coopers,5.4,169.0,"['Comedy', 'Family']"
Prem Ratan Dhan Payo,5.6,39.0,"['Drama', 'Action', 'Romance']"
(T)ERROR,6.8,12.0,"['Thriller', 'Documentary']"
In the Grayscale,6.8,19.0,"['Romance', 'Drama']"
Caramuru: The Invention of Brazil,6.2,15.0,"['Comedy', 'Romance']"
The Secret Life of Marilyn Monroe,5.7,11.0,"['Drama', 'TV Movie']"
In Harmony,6.1,28.0,['Drama']
Une Époque Formidable...,6.8,13.0,['Comedy']
Those Happy Days,7.4,225.0,"['Comedy', 'Family']"
Hachi-ko,8.0,20.0,[]
Felix and Meira,5.6,12.0,"['Drama', 'Family', 'Romance']"
The Girls,7.0,16.0,"['Comedy', 'Romance']"
The Return of the Tall Blond Man with One Black Shoe,6.8,31.0,['Comedy']
Adventures of Mowgli,5.7,13.0,"['Animation', 'Family']"
The Untold History of the United States,8.2,15.0,"['Documentary', 'History']"
Faster than Rabbits,6.3,12.0,['Comedy']
Vive la France,4.9,124.0,['Comedy']
Hornblower: The Even Chance,6.8,16.0,"['Action', 'Drama', 'Adventure', 'War']"
Serafino,5.8,11.0,['Comedy']
Turf,4.2,31.0,['Comedy']
What Men Still Talk About,5.8,16.0,"['Romance', 'Comedy']"
Iblard Jikan,6.1,12.0,"['Animation', 'Fantasy']"
The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,7.7,13.0,[]
Sherlock Holmes and Dr. Watson: Acquaintance,7.9,17.0,[]
Gutterballs,4.3,23.0,['Horror']
Final Exam,4.9,18.0,['Horror']
Anacondas: Trail of Blood,3.9,53.0,"['Action', 'Horror', 'Science Fiction']"
Hammerhead,4.2,12.0,"['Action', 'Horror', 'Science Fiction']"
Father's Day,6.2,24.0,"['Action', 'Comedy', 'Horror']"
Curtains,5.0,23.0,"['Crime', 'Horror', 'Thriller']"
Area 407,4.0,36.0,"['Horror', 'Science Fiction']"
Tut,7.6,22.0,"['Drama', 'History']"
Doctor Who: Last Christmas,7.9,86.0,"['Science Fiction', 'Adventure', 'Drama', 'Fantasy']"
"Doctor Who: The Doctor, the Widow and the Wardrobe",6.8,13.0,[]
Doctor Who: A Christmas Carol,7.9,37.0,[]
Doctor Who: Planet of the Dead,7.3,51.0,"['Family', 'Science Fiction', 'TV Movie', 'Adventure', 'Drama']"
Doctor Who: The Next Doctor,7.4,51.0,"['Adventure', 'Drama', 'Family', 'Science Fiction']"
Doctor Who: Voyage of the Damned,8.0,32.0,['Science Fiction']
Doctor Who: The Runaway Bride,7.9,45.0,"['Science Fiction', 'TV Movie']"
Last of the Living,4.6,14.0,"['Comedy', 'Horror']"
Secrets in the Walls,5.3,26.0,"['Horror', 'Thriller']"
Made in France,6.5,59.0,"['Drama', 'Crime', 'Thriller']"
Frau Ella,6.0,37.0,['Comedy']
A Perfect Day,6.6,194.0,"['Comedy', 'Drama']"
Organize İşler,6.2,13.0,['Comedy']
"3 ½ Minutes, 10 Bullets",7.8,30.0,"['Thriller', 'Documentary']"
Coldwater,6.6,71.0,"['Thriller', 'Drama']"
Bravetown,6.5,87.0,"['Drama', 'Music']"
The Red Inn,5.0,27.0,['Comedy']
Them who?,6.2,75.0,['Comedy']
La mossa del pinguino,5.3,25.0,['Comedy']
Prince,6.9,12.0,"['Comedy', 'Drama']"
Salomé,7.9,11.0,[]
Federal Bank Heist,6.1,25.0,"['Crime', 'Drama', 'Thriller']"
Criminal Activities,5.8,111.0,"['Thriller', 'Crime', 'Drama']"
Warsaw 44,6.8,63.0,"['Drama', 'Romance', 'History', 'War']"
The Taint,4.8,13.0,"['Action', 'Comedy', 'Horror']"
Rams,7.3,67.0,['Drama']
Plush,5.4,40.0,['Thriller']
Anthony Jeselnik: Thoughts and Prayers,7.8,16.0,['Comedy']
Manson Family Vacation,5.6,19.0,"['Mystery', 'Comedy', 'Drama']"
Point Break,5.5,795.0,"['Action', 'Crime', 'Thriller']"
Recep İvedik,5.4,21.0,['Comedy']
Recep İvedik 2,5.5,14.0,['Comedy']
Recep İvedik 3,5.9,17.0,['Comedy']
Recep İvedik 4,6.5,15.0,['Comedy']
The Kidnapping of Michel Houellebecq,6.8,15.0,"['Comedy', 'Drama']"
Antigang,5.8,105.0,"['Action', 'Drama']"
The Smile Man,7.4,18.0,"['Comedy', 'Drama']"
Glassland,4.2,31.0,['Drama']
Submerged,4.3,21.0,"['Thriller', 'Drama']"
Heart of a Dog,6.6,12.0,"['Documentary', 'Drama']"
Bedfellows,5.6,13.0,"['Drama', 'Horror']"
Tamasha,6.4,35.0,"['Comedy', 'Drama', 'Romance']"
Room 8,7.8,12.0,[]
Hälsoresan,4.5,12.0,['Comedy']
Naked Among Wolves,7.6,30.0,"['Drama', 'History', 'War']"
The Bunny Game,4.6,22.0,['Horror']
Winter on Fire: Ukraine's Fight for Freedom,8.1,65.0,['Documentary']
Man Walking Around a Corner,4.1,17.0,['Documentary']
Accordion Player,4.4,18.0,['Documentary']
"Monkeyshines, No. 1",4.3,15.0,['Comedy']
"Monkeyshines, No. 2",4.5,12.0,[]
Sallie Gardner at a Gallop,6.2,25.0,['Documentary']
Traffic Crossing Leeds Bridge,5.9,25.0,['Documentary']
Passage of Venus,6.0,19.0,['Documentary']
eCupid,5.1,20.0,['Romance']
Talvar,7.6,33.0,"['Thriller', 'Drama', 'Mystery']"
Newark Athlete,3.8,15.0,['Documentary']
Mary Kom,7.0,29.0,['Drama']
Premam,6.4,13.0,"['Comedy', 'Music', 'Romance']"
My Little Pony: Equestria Girls - Rainbow Rocks,6.6,19.0,"['Family', 'Animation', 'Music']"
My Little Pony: Equestria Girls - Friendship Games,3.9,11.0,"['Animation', 'Music']"
The Antichrist,5.7,21.0,"['Drama', 'Horror']"
Dark Woods II,4.7,14.0,['Horror']
Hitchcock/Truffaut,7.5,55.0,['Documentary']
Pek Yakında,7.1,26.0,"['Action', 'Comedy', 'Drama']"
The 5th Wave,5.6,1993.0,"['Adventure', 'Science Fiction']"
A Very Murray Christmas,5.2,149.0,"['Comedy', 'Music']"
600 Miles,6.2,37.0,"['Thriller', 'Drama']"
Serial Killer 1,7.0,85.0,"['Drama', 'Crime']"
Truman,7.0,101.0,"['Comedy', 'Drama']"
Call Me Claus,5.3,28.0,"['TV Movie', 'Family']"
The Wiz Live!,7.3,14.0,['Music']
Reaper,5.8,21.0,"['Science Fiction', 'Crime', 'Horror']"
"Easy Sex, Sad Movies",5.1,19.0,['Comedy']
Louder Than Words,5.6,19.0,['Drama']
Sanjay's Super Team,6.9,74.0,['Animation']
The Wave,6.5,317.0,"['Action', 'Drama', 'Thriller']"
Schneider vs. Bax,5.8,19.0,"['Comedy', 'Thriller']"
Cosmos,6.7,15.0,['Drama']
A Small September Affair,7.4,20.0,"['Mystery', 'Romance', 'Drama']"
Some Kind Of Hate,4.5,40.0,['Horror']
Home from Home – Chronicle of a Vision,8.3,12.0,"['Drama', 'History']"
The Hollow,4.7,33.0,"['Horror', 'TV Movie']"
Quantum Apocalypse,2.8,25.0,"['TV Movie', 'Science Fiction']"
End of the World,4.8,16.0,"['Science Fiction', 'Action', 'Comedy', 'Adventure']"
The 12 Disasters of Christmas,3.2,15.0,"['TV Movie', 'Action', 'Science Fiction']"
Earthfall,3.3,15.0,"['Action', 'Science Fiction']"
10.0 Earthquake,4.3,28.0,"['Drama', 'Adventure', 'Action']"
Mega Shark vs. Mecha Shark,3.1,29.0,"['Action', 'Science Fiction', 'Thriller']"
Chi-Raq,5.8,56.0,"['Music', 'Drama', 'Crime', 'Comedy']"
Eating Out: Drama Camp,6.5,16.0,['Comedy']
Babysitting 2,6.6,368.0,['Comedy']
My Life Directed by Nicolas Winding Refn,6.4,16.0,['Documentary']
The Tramp,6.5,21.0,['Comedy']
Tokyo Raiders,5.7,20.0,"['Thriller', 'Action', 'Comedy']"
The Garden of Sinners - Chapter 1: Overlooking View,7.0,17.0,"['Crime', 'Animation', 'Action']"
